Wall time,Step,Value
1733445258.9558685,369,0.05000000074505806
1733445415.829396,372,0.0
1733445600.3865461,376,0.0
1733445881.0354722,379,0.0
1733446061.4620168,380,0.0
1733446385.0699587,384,0.0
1733446424.9137688,385,0.0
1733446716.6475043,388,0.0
1733446795.765383,389,0.0
1733447553.737556,394,0.0
1733448301.5418649,398,0.0
1733448313.3716462,399,0.0
1733448423.851697,401,0.0
1733448480.19483,402,0.0
1733448673.7308495,404,0.0
1733449121.9825487,411,0.10000000149011612
1733449190.3328066,412,0.10000000149011612
1733449414.6387274,415,0.10000000149011612
1733449798.3395593,421,0.10000000149011612
1733450045.5398626,424,0.10000000149011612
1733450275.3223395,427,0.10000000149011612
1733450995.310502,433,0.0
1733451209.0057633,435,0.0
1733451321.7692137,436,0.0
1733451791.4685922,441,0.05000000074505806
1733451967.1703036,443,0.05000000074505806
1733452186.0004828,445,0.05000000074505806
1733452810.9723997,451,0.10000000149011612
1733452923.5846536,453,0.10000000149011612
1733453208.1659853,455,0.10000000149011612
1733454083.4846933,464,0.05000000074505806
1733454234.481542,465,0.05000000074505806
1733455004.7510452,472,0.0
1733455384.0033243,478,0.0
1733455493.0302832,480,0.0
1733455774.4134727,484,0.0
1733456700.650602,489,0.0
1733456877.2580729,491,0.0
1733457272.3453796,496,0.0
1733458130.7290962,504,0.05000000074505806
1733458289.496857,506,0.10000000149011612
1733458462.9744387,509,0.10000000149011612
1733459220.632576,518,0.15000000596046448
1733459551.2498734,521,0.15000000596046448
1733460542.2337315,530,0.10000000149011612
1733461095.9576201,538,0.05000000074505806
1733462189.9216976,548,0.05000000074505806
1733462470.6697528,549,0.05000000074505806
1733463589.223863,557,0.10000000149011612
1733463854.5146801,563,0.10000000149011612
1733463993.47457,567,0.05000000074505806
1733464956.814424,578,0.05000000074505806
1733465477.5258238,586,0.05000000074505806
1733466510.221628,595,0.15000000596046448
1733466529.5511804,596,0.15000000596046448
1733466735.5616772,597,0.15000000596046448
1733466988.913326,602,0.20000000298023224
1733468125.5739062,610,0.15000000596046448
1733468212.4057834,612,0.10000000149011612
1733468461.5584767,615,0.10000000149011612
1733469312.2972398,625,0.05000000074505806
1733469486.4558792,626,0.05000000074505806
1733469526.13006,628,0.05000000074505806
1733470838.5919728,639,0.10000000149011612
1733471118.1958776,641,0.10000000149011612
1733471528.130219,645,0.05000000074505806
1733472809.6449304,650,0.10000000149011612
1733473115.6857865,654,0.05000000074505806
1733473433.4157023,658,0.05000000074505806
1733473618.6704674,660,0.05000000074505806
1733473737.1276634,662,0.05000000074505806
1733474031.815267,665,0.05000000074505806
1733474358.3752134,673,0.0
1733474833.7080417,677,0.0
1733474991.258903,679,0.0
1733475232.6468015,682,0.0
1733475401.5080042,685,0.05000000074505806
1733475716.8130887,689,0.10000000149011612
1733475735.963673,690,0.10000000149011612
1733475748.39767,691,0.10000000149011612
1733475855.361924,693,0.10000000149011612
1733476327.7351437,703,0.30000001192092896
1733476480.054019,706,0.25
1733476851.881091,709,0.20000000298023224
1733476921.036157,711,0.20000000298023224
1733477481.6590323,713,0.25
1733477665.3844016,714,0.25
1733478181.5387504,718,0.20000000298023224
1733478367.8373961,721,0.20000000298023224
1733478684.5051746,724,0.20000000298023224
1733478863.3822024,727,0.25
1733478868.573046,728,0.25
1733478906.8722281,729,0.30000001192092896
1733479891.993275,739,0.30000001192092896
1733480709.0527189,748,0.20000000298023224
1733480806.415843,749,0.15000000596046448
1733481247.0086923,752,0.15000000596046448
1733481443.8477228,754,0.15000000596046448
1733481722.0232458,757,0.15000000596046448
1733481820.3011255,759,0.15000000596046448
1733482072.2459517,763,0.15000000596046448
1733482268.7276964,765,0.15000000596046448
1733482276.6278415,766,0.20000000298023224
1733482926.34508,776,0.20000000298023224
1733483448.8449426,780,0.20000000298023224
1733483525.6016386,782,0.25
1733483953.8207643,785,0.20000000298023224
1733484243.4143994,787,0.20000000298023224
1733484288.4783626,788,0.25
1733484349.749515,789,0.25
1733484373.859459,790,0.25
1733484681.880689,793,0.25
1733484884.2203498,796,0.25
1733485602.6440966,809,0.10000000149011612
1733485942.0862172,814,0.05000000074505806
1733485971.3640423,815,0.10000000149011612
1733486590.8881917,823,0.05000000074505806
1733487139.4271529,827,0.15000000596046448
1733487146.1272078,828,0.15000000596046448
1733487522.4303553,834,0.15000000596046448
1733487630.4680274,836,0.15000000596046448
1733488173.613883,841,0.25
1733488477.1145995,846,0.25
1733489295.614474,856,0.25
1733489320.36738,857,0.25
1733489450.025499,859,0.20000000298023224
1733490477.4915586,870,0.10000000149011612
1733491097.6367044,880,0.05000000074505806
1733491166.1152322,882,0.05000000074505806
1733491522.2488956,884,0.05000000074505806
1733491851.5297387,889,0.10000000149011612
1733491858.5682116,890,0.10000000149011612
1733492085.242965,892,0.10000000149011612
1733492436.0931194,895,0.15000000596046448
1733492722.6408517,900,0.30000001192092896
1733493106.2476187,905,0.30000001192092896
1733496217.814457,935,0.15000000596046448
1733497242.5904806,945,0.25
1733497753.9298847,951,0.30000001192092896
1733497987.4052544,955,0.3499999940395355
1733498716.7951171,966,0.30000001192092896
1733499110.5982287,972,0.30000001192092896
1733499284.005272,973,0.30000001192092896
1733499895.331003,982,0.25
1733500457.9384758,990,0.15000000596046448
1733500763.7783515,995,0.15000000596046448
1733502953.8057826,1016,0.25
1733502956.4010952,1017,0.25
1733503360.558427,1018,0.30000001192092896
1733503518.7910612,1021,0.3499999940395355
1733503848.7703884,1025,0.30000001192092896
1733504012.9603505,1028,0.30000001192092896
1733504292.732176,1036,0.30000001192092896
1733504431.1931143,1039,0.20000000298023224
1733504920.8682644,1042,0.25
1733506030.5626729,1053,0.30000001192092896
1733506589.183941,1059,0.25
1733507241.12289,1065,0.3499999940395355
1733507345.748945,1067,0.3499999940395355
1733507424.8564584,1068,0.30000001192092896
1733507734.4216583,1073,0.30000001192092896
1733507921.209821,1076,0.3499999940395355
1733508046.0095646,1077,0.3499999940395355
1733508166.6791084,1081,0.30000001192092896
1733509146.3965597,1089,0.25
1733510105.2911077,1099,0.15000000596046448
1733510191.6734502,1100,0.20000000298023224
1733510342.7531512,1102,0.20000000298023224
1733510371.3322535,1104,0.20000000298023224
1733510923.9516606,1111,0.3499999940395355
1733511397.969679,1115,0.44999998807907104
1733511692.6088402,1118,0.5
1733511740.1988375,1119,0.550000011920929
1733512417.551083,1126,0.4000000059604645
1733513405.9604132,1134,0.20000000298023224
1733513695.5572314,1140,0.10000000149011612
1733513759.020373,1141,0.10000000149011612
1733514575.4946907,1149,0.20000000298023224
1733514890.3111267,1151,0.20000000298023224
1733514900.733236,1152,0.20000000298023224
1733515212.6630244,1157,0.25
1733516144.55351,1163,0.30000001192092896
1733516299.7002323,1165,0.25
1733516395.8774054,1167,0.20000000298023224
1733516686.78227,1171,0.30000001192092896
1733517352.021784,1180,0.25
1733517366.8430247,1181,0.25
1733517527.198654,1182,0.25
1733517538.1880355,1183,0.30000001192092896
1733517862.708863,1187,0.3499999940395355
1733518009.1981885,1188,0.4000000059604645
1733518805.0540366,1196,0.25
1733518964.8366752,1199,0.25
1733519501.97163,1205,0.15000000596046448
1733519718.995216,1207,0.20000000298023224
1733519790.5970778,1209,0.15000000596046448
1733520460.0392122,1215,0.20000000298023224
1733520724.5933301,1219,0.30000001192092896
1733520984.863099,1221,0.25
1733521661.92999,1234,0.3499999940395355
1733521943.702046,1237,0.30000001192092896
1733522156.7455819,1239,0.20000000298023224
1733522278.1092007,1243,0.25
1733522633.5599508,1247,0.20000000298023224
1733522939.7068028,1252,0.20000000298023224
1733523076.3717556,1254,0.25
1733523302.2700322,1257,0.20000000298023224
1733523604.6655335,1261,0.25
1733523622.6967711,1262,0.25
1733524418.540698,1269,0.25
1733524553.7749248,1270,0.20000000298023224
1733524597.3832889,1272,0.20000000298023224
1733524689.135423,1274,0.20000000298023224
1733524769.224292,1275,0.20000000298023224
1733525108.75907,1278,0.25
1733525468.1524553,1280,0.25
1733526165.108761,1287,0.15000000596046448
1733526563.2954721,1293,0.25
1733526564.3902292,1294,0.25
1733526677.0654244,1296,0.25
1733526720.8998055,1297,0.25
1733526789.118992,1298,0.20000000298023224
1733526985.7581506,1300,0.25
1733527331.8355212,1304,0.3499999940395355
1733527724.0480728,1305,0.3499999940395355
1733527748.6088963,1307,0.4000000059604645
1733527836.0792656,1310,0.3499999940395355
1733527959.6370404,1314,0.3499999940395355
1733528041.6151206,1316,0.30000001192092896
1733528221.5596964,1320,0.30000001192092896
1733528509.2068195,1324,0.25
1733528920.0282023,1332,0.30000001192092896
1733529085.5157526,1334,0.25
1733529291.1533604,1339,0.30000001192092896
1733529536.9660213,1340,0.30000001192092896
1733529836.8084917,1346,0.3499999940395355
1733529855.5721772,1347,0.4000000059604645
1733530189.252416,1353,0.4000000059604645
1733530370.3253005,1355,0.4000000059604645
1733530795.2251728,1358,0.44999998807907104
1733530892.8955052,1362,0.4000000059604645
1733531304.2993147,1369,0.20000000298023224
1733531365.1315992,1370,0.20000000298023224
1733531858.6928213,1377,0.30000001192092896
1733532019.9611678,1379,0.30000001192092896
1733532465.3748093,1382,0.25
1733532480.5094821,1383,0.25
1733532503.2709699,1384,0.30000001192092896
1733533692.565725,1395,0.550000011920929
1733534435.9357452,1403,0.4000000059604645
1733534438.7003798,1404,0.4000000059604645
1733534688.130089,1407,0.30000001192092896
1733534833.1617327,1408,0.3499999940395355
1733534849.9448242,1409,0.30000001192092896
1733534991.7672858,1412,0.30000001192092896
1733535207.1921437,1416,0.25
1733535273.2570071,1418,0.20000000298023224
1733535283.2795837,1419,0.25
1733535901.5891068,1427,0.3499999940395355
1733536014.4828146,1428,0.30000001192092896
1733536049.5765314,1429,0.30000001192092896
1733536299.3131454,1432,0.30000001192092896
1733536329.197126,1433,0.30000001192092896
1733536411.7979689,1434,0.30000001192092896
1733536882.6338458,1439,0.25
1733536923.736003,1441,0.25
1733537136.1821337,1444,0.25
1733537304.0005825,1445,0.20000000298023224
1733537481.9830556,1446,0.15000000596046448
1733537707.550228,1448,0.15000000596046448
1733537863.2532506,1451,0.15000000596046448
1733538291.4831433,1454,0.10000000149011612
1733539180.4019558,1460,0.20000000298023224
1733539306.1693008,1461,0.20000000298023224
1733539314.1766706,1462,0.15000000596046448
1733539642.2313297,1464,0.20000000298023224
1733540043.719068,1466,0.25
1733540072.351889,1467,0.25
1733540680.7371078,1472,0.4000000059604645
1733540710.1030288,1473,0.4000000059604645
1733540819.6653657,1474,0.44999998807907104
1733540879.6966822,1475,0.5
1733540914.293621,1476,0.44999998807907104
1733541590.7774086,1480,0.550000011920929
1733541739.8508964,1482,0.550000011920929
1733541972.3399816,1485,0.550000011920929
1733542703.1778977,1492,0.5
1733542985.4690275,1495,0.5
1733543672.6087298,1499,0.44999998807907104
1733543809.2956345,1501,0.4000000059604645
1733544042.2301228,1503,0.4000000059604645
1733544115.65713,1505,0.3499999940395355
1733544237.0993934,1506,0.3499999940395355
1733544256.1723979,1508,0.44999998807907104
1733544647.1365964,1511,0.3499999940395355
1733544868.3753,1513,0.4000000059604645
1733544930.6710594,1515,0.3499999940395355
1733545723.9678125,1523,0.44999998807907104
1733545796.879844,1524,0.44999998807907104
1733546487.9157875,1531,0.44999998807907104
1733546565.547104,1534,0.4000000059604645
1733546919.4817193,1537,0.5
1733546945.9031324,1538,0.5
1733547182.3470938,1540,0.5
1733547225.6643054,1541,0.44999998807907104
1733547263.292622,1542,0.44999998807907104
1733547610.4879446,1546,0.5
1733547648.7621388,1549,0.5
1733548020.71453,1553,0.5
1733548356.7361963,1560,0.44999998807907104
1733548606.6890922,1562,0.44999998807907104
1733548763.9708796,1563,0.4000000059604645
1733548795.7630048,1564,0.3499999940395355
1733549004.6567802,1568,0.3499999940395355
1733549189.413931,1570,0.4000000059604645
1733549420.0636902,1571,0.3499999940395355
1733549909.9595492,1576,0.3499999940395355
1733549948.7075944,1577,0.3499999940395355
1733550169.5502982,1578,0.4000000059604645
1733550196.8474283,1579,0.3499999940395355
1733550521.6400158,1583,0.30000001192092896
1733550523.7550657,1584,0.30000001192092896
1733550636.2502992,1586,0.30000001192092896
1733550930.2539334,1587,0.30000001192092896
1733550989.2495356,1589,0.30000001192092896
1733551000.784418,1590,0.3499999940395355
1733551381.1631188,1594,0.30000001192092896
1733551544.3663306,1597,0.44999998807907104
1733551638.2929068,1599,0.5
1733552013.1760056,1603,0.6000000238418579
1733552087.2249281,1604,0.6000000238418579
1733552605.539568,1609,0.6000000238418579
1733552700.7288146,1610,0.550000011920929
1733552710.8785076,1611,0.550000011920929
1733552749.74801,1612,0.550000011920929
1733552856.3304846,1614,0.6000000238418579
1733553202.740997,1622,0.4000000059604645
1733553691.7288003,1625,0.44999998807907104
1733554062.6475325,1627,0.5
1733554084.9078972,1629,0.5
1733554134.6438231,1630,0.550000011920929
1733554449.0514944,1634,0.6000000238418579
1733554502.385957,1635,0.550000011920929
1733554997.4109092,1641,0.6000000238418579
1733555106.4652567,1642,0.6499999761581421
1733555663.8325467,1646,0.699999988079071
1733555991.3958495,1653,0.4000000059604645
1733556065.0222561,1655,0.44999998807907104
1733556216.6665215,1657,0.550000011920929
1733556236.4451942,1658,0.5
1733556566.217004,1660,0.44999998807907104
1733556796.021064,1663,0.44999998807907104
1733557016.7879336,1665,0.44999998807907104
1733557189.969193,1667,0.5
1733557613.613312,1670,0.6499999761581421
1733558180.9521499,1672,0.699999988079071
1733558211.0864024,1673,0.6499999761581421
1733558535.295855,1676,0.6499999761581421
1733559022.4743557,1677,0.6499999761581421
1733559098.2633011,1678,0.699999988079071
1733559307.1911273,1682,0.800000011920929
1733559518.9278574,1684,0.75
1733559613.3161087,1685,0.699999988079071
1733560148.912833,1691,0.6499999761581421
1733560518.284244,1693,0.75
1733561269.8555677,1701,0.550000011920929
1733561291.782983,1702,0.5
1733561365.0832746,1703,0.5
1733561879.044867,1707,0.5
1733561912.443373,1709,0.5
1733562325.4673312,1715,0.3499999940395355
1733562511.5680914,1717,0.3499999940395355
1733562588.145925,1719,0.4000000059604645
1733562691.5031056,1720,0.4000000059604645
1733562727.2319958,1722,0.5
1733562912.974991,1723,0.550000011920929
1733563347.5592873,1733,0.6499999761581421
1733563360.9521961,1734,0.6499999761581421
1733563534.0024347,1736,0.550000011920929
1733563536.374815,1737,0.550000011920929
1733563658.565138,1738,0.6000000238418579
1733563837.1040506,1740,0.550000011920929
1733564073.7432213,1742,0.550000011920929
1733564168.479301,1743,0.550000011920929
1733564209.1806304,1745,0.550000011920929
1733564573.4177501,1747,0.6000000238418579
1733564612.7828255,1748,0.550000011920929
1733564639.9367285,1749,0.6000000238418579
1733564697.5476537,1750,0.550000011920929
1733565004.883779,1752,0.6000000238418579
1733565225.919287,1753,0.6000000238418579
1733565556.6351213,1757,0.699999988079071
1733565804.5965202,1760,0.800000011920929
1733566087.3530567,1761,0.800000011920929
1733566363.8940873,1766,0.75
1733566466.2154644,1770,0.699999988079071
1733566479.6696718,1771,0.6499999761581421
1733566797.8822582,1774,0.6000000238418579
1733566834.8761144,1775,0.550000011920929
1733567140.6836052,1777,0.5
1733567161.7051525,1778,0.44999998807907104
1733567450.4106185,1781,0.3499999940395355
1733567650.7667913,1783,0.3499999940395355
1733567957.5902078,1785,0.30000001192092896
1733568400.638402,1787,0.3499999940395355
1733568504.3958075,1790,0.5
1733568784.3492815,1792,0.5
1733569087.1936288,1794,0.44999998807907104
1733569154.7237206,1795,0.5
1733569597.5708892,1797,0.550000011920929
1733569599.573336,1798,0.550000011920929
1733569709.565933,1800,0.6499999761581421
1733570351.3143685,1803,0.550000011920929
1733570396.876462,1805,0.550000011920929
1733570543.1769385,1809,0.44999998807907104
1733570722.6748803,1812,0.44999998807907104
1733570811.6135645,1813,0.5
1733570822.0949645,1814,0.550000011920929
1733570858.153688,1815,0.5
1733571111.3249266,1816,0.44999998807907104
1733571228.4696212,1818,0.4000000059604645
1733571233.663542,1819,0.4000000059604645
1733571312.3097157,1820,0.3499999940395355
1733571552.3642755,1823,0.4000000059604645
1733571882.0813084,1827,0.44999998807907104
1733572027.1598864,1831,0.3499999940395355
1733572082.544489,1832,0.3499999940395355
1733572466.119243,1833,0.3499999940395355
1733572605.1356843,1835,0.30000001192092896
1733572626.2950149,1836,0.30000001192092896
1733573053.7925665,1842,0.4000000059604645
1733573090.4984572,1843,0.44999998807907104
1733573160.767058,1844,0.4000000059604645
1733573279.693473,1845,0.3499999940395355
1733573345.671777,1846,0.3499999940395355
1733573507.3784184,1847,0.3499999940395355
1733573725.6909392,1848,0.4000000059604645
1733573750.527406,1849,0.44999998807907104
1733573896.794048,1852,0.3499999940395355
1733573910.7681649,1853,0.3499999940395355
1733573976.0668824,1854,0.4000000059604645
1733573985.0367224,1855,0.4000000059604645
1733574260.4190023,1857,0.3499999940395355
1733574278.4424727,1858,0.30000001192092896
1733574381.2540011,1859,0.30000001192092896
1733574575.890889,1861,0.3499999940395355
1733574633.9829674,1862,0.3499999940395355
1733575025.3741982,1866,0.3499999940395355
1733575223.48541,1868,0.3499999940395355
1733575263.1045303,1869,0.30000001192092896
1733575265.5515015,1870,0.30000001192092896
1733575321.977681,1871,0.3499999940395355
1733575538.9861655,1876,0.4000000059604645
1733575907.6457295,1878,0.5
1733576159.9315267,1880,0.44999998807907104
1733576477.9607115,1885,0.44999998807907104
1733576782.9782207,1888,0.5
1733576803.3108487,1890,0.44999998807907104
1733576867.727648,1891,0.44999998807907104
1733576893.9198413,1892,0.44999998807907104
1733576912.2553003,1893,0.44999998807907104
1733576928.8992746,1894,0.44999998807907104
1733577273.0117533,1895,0.4000000059604645
1733577675.7670674,1896,0.44999998807907104
1733577803.636729,1899,0.3499999940395355
1733577812.5198486,1900,0.4000000059604645
1733578113.7728493,1903,0.44999998807907104
1733578187.9059837,1905,0.44999998807907104
1733578430.216831,1908,0.5
1733578536.9801211,1910,0.550000011920929
1733578548.3869665,1911,0.6000000238418579
1733578712.1621108,1912,0.6000000238418579
1733578714.1380768,1913,0.6000000238418579
1733578829.7696226,1914,0.6000000238418579
1733578986.1264377,1916,0.6499999761581421
1733579117.4468465,1917,0.699999988079071
1733579240.2958994,1920,0.699999988079071
1733579280.6599119,1921,0.699999988079071
1733580380.4282901,1926,0.6499999761581421
1733580548.2820735,1928,0.6000000238418579
1733580574.8515592,1929,0.550000011920929
1733580651.3144443,1931,0.5
1733580686.3912666,1933,0.5
1733580722.6079855,1934,0.4000000059604645
1733581022.0517213,1935,0.4000000059604645
1733581037.1323495,1936,0.4000000059604645
1733581041.3795617,1937,0.4000000059604645
1733581139.0336597,1940,0.4000000059604645
1733581184.2484376,1942,0.4000000059604645
1733581288.5419595,1943,0.3499999940395355
1733581379.5535812,1944,0.30000001192092896
1733581589.0176628,1945,0.30000001192092896
1733581828.9462461,1946,0.3499999940395355
1733581928.7180178,1947,0.30000001192092896
1733582121.1772094,1950,0.4000000059604645
1733582182.3847947,1951,0.44999998807907104
1733582215.2871242,1952,0.44999998807907104
1733582284.8444908,1953,0.5
1733582378.1591554,1954,0.5
1733582459.916137,1956,0.44999998807907104
1733582657.9161117,1958,0.44999998807907104
1733582715.278105,1959,0.44999998807907104
1733582864.2784503,1960,0.44999998807907104
1733582907.9245336,1961,0.44999998807907104
1733582960.9461286,1964,0.6000000238418579
1733583186.304449,1966,0.550000011920929
1733583242.6751485,1967,0.550000011920929
1733583424.9119503,1970,0.5
1733584191.5776563,1980,0.4000000059604645
1733584350.248125,1981,0.4000000059604645
1733584944.1404867,1988,0.44999998807907104
1733585122.9576852,1991,0.5
1733585160.7980075,1992,0.550000011920929
1733585746.7822042,1997,0.550000011920929
1733585810.356398,1998,0.5
1733585819.8537292,1999,0.5
1733585876.8154337,2001,0.5
1733585900.7499242,2002,0.5
1733586059.4248827,2004,0.5
1733586193.3795934,2005,0.44999998807907104
1733586222.1078181,2006,0.44999998807907104
1733586525.5246642,2009,0.3499999940395355
1733586561.771365,2010,0.30000001192092896
1733586614.4212742,2011,0.3499999940395355
1733586714.6980596,2014,0.4000000059604645
1733586783.7319818,2016,0.4000000059604645
1733586810.489093,2017,0.44999998807907104
1733586918.4781184,2018,0.44999998807907104
1733586942.6510222,2019,0.44999998807907104
1733587463.082742,2022,0.550000011920929
1733587558.810783,2023,0.5
1733587650.3519735,2025,0.550000011920929
1733587657.6632307,2026,0.550000011920929
1733587708.221718,2027,0.6000000238418579
1733587929.9911592,2030,0.6000000238418579
1733588093.611396,2033,0.550000011920929
1733588204.7286315,2035,0.4000000059604645
1733588217.2274299,2036,0.44999998807907104
1733588280.3942087,2037,0.4000000059604645
1733588358.0506585,2038,0.44999998807907104
1733588368.490389,2039,0.44999998807907104
1733588424.9198055,2040,0.44999998807907104
1733588548.0946956,2042,0.4000000059604645
1733588812.3451781,2044,0.44999998807907104
1733588953.9254284,2045,0.44999998807907104
1733589406.4620275,2048,0.4000000059604645
1733589423.8141787,2049,0.44999998807907104
1733589599.32991,2050,0.44999998807907104
1733590000.5338075,2051,0.4000000059604645
1733590274.2216077,2053,0.44999998807907104
1733590593.329407,2056,0.5
1733590809.4359949,2057,0.550000011920929
1733590896.0619218,2058,0.550000011920929
1733591090.8615067,2060,0.6000000238418579
1733591120.077674,2061,0.550000011920929
1733591212.9253955,2062,0.6000000238418579
1733591323.0257275,2065,0.44999998807907104
1733591334.7669027,2066,0.44999998807907104
1733591402.4443705,2067,0.44999998807907104
1733591441.3664143,2068,0.4000000059604645
1733591538.6625147,2069,0.3499999940395355
1733591735.8484836,2070,0.4000000059604645
1733591874.4457157,2071,0.4000000059604645
1733592279.938024,2073,0.4000000059604645
1733592291.1787722,2074,0.44999998807907104
1733592349.6740868,2075,0.44999998807907104
1733592560.2369826,2076,0.44999998807907104
1733592605.588738,2077,0.4000000059604645
1733592663.8978817,2078,0.3499999940395355
1733592776.0557358,2081,0.4000000059604645
1733593063.3365438,2083,0.3499999940395355
1733593147.2307985,2086,0.5
1733593153.057922,2087,0.550000011920929
1733593170.9698994,2088,0.550000011920929
1733593185.0203705,2089,0.550000011920929
1733593425.521775,2090,0.550000011920929
1733593899.8127322,2093,0.6000000238418579
1733593949.5958452,2094,0.550000011920929
1733594480.8652778,2098,0.5
1733594678.4225516,2100,0.5
1733594734.5374696,2101,0.5
1733594766.07292,2102,0.5
1733594793.7677703,2104,0.550000011920929
1733594795.8028924,2105,0.5
1733594887.02514,2106,0.44999998807907104
1733595134.4034705,2107,0.44999998807907104
1733595136.6055288,2108,0.44999998807907104
1733595147.4821002,2109,0.550000011920929
1733595366.7268322,2112,0.44999998807907104
1733595486.4593515,2113,0.44999998807907104
1733595635.5016124,2115,0.44999998807907104
1733596347.3553336,2121,0.4000000059604645
1733596494.0652058,2122,0.4000000059604645
1733596512.8550293,2123,0.3499999940395355
1733596546.5660734,2124,0.3499999940395355
1733596563.2860465,2125,0.3499999940395355
1733596641.99967,2127,0.3499999940395355
1733596664.554136,2128,0.3499999940395355
1733596714.3695729,2129,0.3499999940395355
1733596808.97221,2132,0.4000000059604645
1733596876.5538118,2135,0.5
1733596973.1071978,2136,0.5
1733596984.5123086,2137,0.5
1733597338.2732935,2138,0.5
1733597552.0307848,2140,0.44999998807907104
1733597583.7621984,2141,0.44999998807907104
1733597671.4005296,2143,0.44999998807907104
1733597714.4609923,2145,0.5
1733597762.087908,2146,0.44999998807907104
1733597856.0232947,2147,0.44999998807907104
1733598057.520737,2149,0.44999998807907104
1733598092.4809763,2150,0.4000000059604645
1733598115.779934,2151,0.3499999940395355
1733598123.5320766,2152,0.3499999940395355
1733598341.8374798,2154,0.4000000059604645
1733598382.2578602,2155,0.44999998807907104
1733598807.3425965,2161,0.550000011920929
1733598858.8043902,2163,0.6000000238418579
1733599057.7885785,2165,0.6499999761581421
1733599239.1998527,2166,0.6499999761581421
1733599287.1446993,2167,0.6000000238418579
1733599811.1819477,2171,0.6499999761581421
1733600143.4225316,2175,0.550000011920929
1733600500.6790054,2178,0.6000000238418579
1733600544.9186068,2179,0.6000000238418579
1733600558.113765,2180,0.6000000238418579
1733600661.3973885,2181,0.550000011920929
1733600871.08747,2183,0.550000011920929
1733600897.9341857,2184,0.550000011920929
1733600941.8514562,2185,0.5
1733601063.437288,2186,0.550000011920929
1733601257.4044678,2188,0.550000011920929
1733601273.5164797,2189,0.5
1733601299.9468434,2190,0.44999998807907104
1733601371.1174119,2191,0.44999998807907104
1733601453.8385122,2192,0.44999998807907104
1733601496.0924468,2193,0.5
1733601570.440816,2194,0.44999998807907104
1733601636.1079082,2195,0.4000000059604645
1733601673.100728,2196,0.44999998807907104
1733601684.757688,2197,0.44999998807907104
1733601771.129169,2199,0.44999998807907104
1733601948.6474838,2200,0.5
1733602119.2118104,2201,0.5
1733602200.958067,2202,0.5
1733602343.708721,2204,0.44999998807907104
1733602472.2700944,2205,0.44999998807907104
1733602573.0921078,2206,0.4000000059604645
1733602627.1649835,2207,0.4000000059604645
1733602673.76992,2208,0.44999998807907104
1733602726.3728995,2209,0.44999998807907104
1733602731.669682,2210,0.44999998807907104
1733602802.1669629,2211,0.44999998807907104
1733602857.385201,2212,0.5
1733602935.5477076,2213,0.44999998807907104
1733602954.7820196,2214,0.44999998807907104
1733603013.7477038,2215,0.5
