Wall time,Step,Value,Smoothed_Value
1733431390.3167503,230,0.550000011920929,0.6076222217463433
1733432385.7012515,239,0.699999988079071,0.6095467585449418
1733432836.3565838,245,0.75,0.612413151227698
1733432863.5893028,246,0.75,0.6151648882031441
1733434194.5032508,256,0.699999988079071,0.6168283215340447
1733434757.962509,260,0.699999988079071,0.6184277766599104
1733435036.694931,263,0.6000000238418579,0.6180800832105133
1733435205.782827,265,0.6000000238418579,0.6177452672962789
1733436291.055735,279,0.75,0.620149898799983
1733436584.827511,283,0.8500000238418579,0.6242543653185878
1733436787.6666577,285,0.8500000238418579,0.6282148154681189
1733437754.75464,293,0.800000011920929,0.6311766292000639
1733438160.905046,297,0.699999988079071,0.6323431268081827
1733438587.9642522,299,0.6499999761581421,0.632637407630682
1733438632.9858203,300,0.6499999761581421,0.632922039901624
1733438909.6743054,303,0.6499999761581421,0.6331974904864065
1733438960.6446834,304,0.6499999761581421,0.6334641966081801
1733439558.6228435,310,0.6499999761581421,0.6337225681636482
1733439763.9862163,311,0.699999988079071,0.6347422207777317
1733439777.5582764,312,0.75,0.6364885507659479
1733440202.0066257,316,0.75,0.6381827515007844
1733440374.0837138,322,0.800000011920929,0.6405624170951983
1733440404.4975305,323,0.800000011920929,0.6428731068752814
1733440946.8408418,327,0.8500000238418579,0.6458320628319468
1733441154.6736057,328,0.8500000238418579,0.6487076679165934
1733441686.659462,332,0.75,0.6501145058621963
1733442276.5522852,337,0.699999988079071,0.6507978686322905
1733442594.5098393,343,0.6000000238418579,0.6501114112702576
1733442866.340672,344,0.6499999761581421,0.6501099254687627
1733443302.188905,348,0.6000000238418579,0.6494505846578824
1733443351.6812994,349,0.6499999761581421,0.6494577196124313
1733443436.769039,351,0.6499999761581421,0.6494646716194276
1733443946.565503,360,0.6499999761581421,0.6494714476262466
1733444166.3536875,363,0.75,0.6507280545309186
1733444257.2539632,364,0.75,0.6519536341046109
1733444403.8891678,366,0.75,0.6531493214935791
1733444612.3830996,369,0.800000011920929,0.6549186069204147
1733444738.5475016,372,0.75,0.6560505282666002
1733445159.956578,376,0.8500000238418579,0.6583322870380738
1733445444.352923,379,0.949999988079071,0.6617237719338994
1733445503.0539863,380,0.949999988079071,0.6650372916597059
1733445992.33365,384,0.8999999761581421,0.66770732216537
1733446068.8944905,385,0.8999999761581421,0.6703173519855135
1733446523.552601,388,0.800000011920929,0.6717582704292403
1733446547.2292392,389,0.800000011920929,0.6731675203357425
1733446984.188625,394,0.75,0.6740026559842669
1733447360.3336775,398,0.699999988079071,0.6742821971895874
1733447435.454389,399,0.699999988079071,0.6745557907096883
1733447590.6605265,401,0.699999988079071,0.6748236243662081
1733447661.7244613,402,0.699999988079071,0.6750858781548837
1733447866.134592,404,0.75,0.6758581886893695
1733448395.161701,411,0.800000011920929,0.6771249419876507
1733448428.8711777,412,0.800000011920929,0.678366104310209
1733448485.4761064,414,0.800000011920929,0.6795824433863163
1733448492.821538,415,0.8500000238418579,0.6812697461631039
1733449145.56616,421,0.800000011920929,0.6824337683764159
1733449384.1897085,424,0.75,0.6830897512077128
1733449656.3542683,427,0.800000011920929,0.6842138883299552
1733450110.0933545,433,0.8500000238418579,0.6857928039062591
1733450216.806352,435,0.8999999761581421,0.6878136262859939
1733450236.6577492,436,0.8999999761581421,0.6897966762847989
1733450611.240361,441,0.800000011920929,0.690817077540689
1733451224.335864,443,0.8500000238418579,0.6922774715434521
1733451320.1677945,445,0.8500000238418579,0.693711312927983
1733451842.550905,451,0.75,0.6942184182169201
1733451871.9598083,453,0.75,0.694716468054269
1733452335.0984218,455,0.699999988079071,0.6947632248686478
1733453483.882844,464,0.6499999761581421,0.6943705647922399
1733453582.3731368,465,0.6499999761581421,0.693984733586726
1733454692.372439,472,0.6499999761581421,0.6936055546433761
1733455216.8781502,478,0.699999988079071,0.6936602079206042
1733455268.9593434,480,0.75,0.6941376637856839
1733455561.849955,484,0.8500000238418579,0.6954474315172484
1733455968.9797509,489,0.8500000238418579,0.6967353697866201
1733456101.9071002,491,0.800000011920929,0.6975887965811186
1733456653.4440749,496,0.8500000238418579,0.6988380689357148
1733457177.6589334,504,0.75,0.6992540195947741
1733457547.803275,506,0.6499999761581421,0.6988568095670592
1733457700.089748,509,0.6000000238418579,0.6980659552812576
1733458898.4542663,518,0.5,0.6964940032552159
1733459253.6736972,521,0.550000011920929,0.6953405072604577
1733459445.1626945,523,0.550000011920929,0.6942050346406177
1733460628.4381714,530,0.800000011920929,0.6950251507435659
1733461401.7290256,538,1.0,0.6973711111224614
1733462894.18167,548,0.949999988079071,0.6992995758320539
1733462918.4443722,549,0.949999988079071,0.7011988213793798
1733463709.4666471,557,0.8999999761581421,0.7026935669040322
1733464170.677883,563,0.949999988079071,0.7045391372113086
1733464492.3400133,567,0.8999999761581421,0.7059869952775814
1733465509.922769,578,0.949999988079071,0.7077812084599453
1733466176.6671562,586,1.0,0.7099141923397997
1733466497.450158,588,1.0,0.7120162634098012
1733466894.3980594,595,1.0,0.7140880888528961
1733466926.46159,596,1.0,0.7161303167896611
1733467029.866433,597,1.0,0.7181435769542734
1733467143.6202226,602,0.949999988079071,0.7197763685819129
1733468317.347588,610,0.949999988079071,0.7213863239630119
1733468548.0616684,612,0.949999988079071,0.7229739188527068
1733468609.6747165,615,0.949999988079071,0.7245396158818541
1733469587.2638423,625,1.0,0.7264263308415674
1733469670.709252,626,1.0,0.7282873762099922
1733469770.050206,628,0.949999988079071,0.7297854343982967
1733470999.199979,639,0.8500000238418579,0.7305922437234212
1733471209.2916348,641,0.8500000238418579,0.7313882955908775
1733471256.242495,642,0.800000011920929,0.7318426778182289
1733471415.0639598,645,0.800000011920929,0.7322910813320624
1733471678.4480228,650,0.699999988079071,0.7320800284349841
1733471987.0373387,654,0.75,0.7321963918867049
1733472489.2977786,658,0.800000011920929,0.7326338345966031
1733472708.3698237,660,0.800000011920929,0.7330656690666308
1733472731.9489086,661,0.800000011920929,0.7334920024606073
1733472740.4673934,662,0.8500000238418579,0.7342293950009949
1733472775.3697882,665,0.8500000238418579,0.7349575121635161
1733473382.2804556,673,0.949999988079071,0.7363015276379883
1733473549.266543,677,0.949999988079071,0.7376288472680572
1733473604.5586684,679,0.949999988079071,0.7389397802360264
1733473930.016783,682,0.8999999761581421,0.7399278795975117
1733473995.7749624,685,0.8999999761581421,0.7409039289667839
1733474028.1599195,687,0.949999988079071,0.7421711778098886
1733474175.497282,689,0.949999988079071,0.7434231585946428
1733474521.9561913,690,0.949999988079071,0.7446601455975436
1733474545.8804345,691,0.949999988079071,0.7458824065646955
1733475051.742889,693,0.949999988079071,0.7470902029050173
1733476094.616453,703,0.949999988079071,0.7482837898766294
1733476218.4109583,706,0.949999988079071,0.749463416766702
1733476798.7207046,709,0.8999999761581421,0.7503386293213035
1733476897.921809,711,0.800000011920929,0.7506256893363302
1733477098.0717402,713,0.699999988079071,0.750334737030254
1733477358.336753,714,0.699999988079071,0.7500471098933901
1733478017.1686275,718,0.6499999761581421,0.7494786602698944
1733478481.5811274,721,0.6499999761581421,0.7489166338059862
1733478604.9872887,723,0.6000000238418579,0.7480800236376484
1733478672.428543,724,0.6000000238418579,0.7472527610689568
1733478757.4020522,727,0.5,0.7458791346185737
1733478811.7545698,728,0.550000011920929,0.7447969295207967
1733478839.5136025,729,0.5,0.7434518914465066
1733479905.3958058,739,0.6499999761581421,0.7429412252427451
1733480671.0073333,748,0.800000011920929,0.7432513273442569
1733480675.0720143,749,0.8500000238418579,0.743828347325325
1733480943.299006,752,0.8500000238418579,0.7443991627904677
1733481152.5334227,754,0.8500000238418579,0.7449638732773735
1733481442.3140576,757,0.8999999761581421,0.7457885333990797
1733481603.5737376,759,0.8999999761581421,0.7466044669586515
1733481635.046554,763,0.8999999761581421,0.7474118117439119
1733481896.4997163,765,0.8999999761581421,0.7482107026570755
1733481969.485113,766,0.8999999761581421,0.7490012717898935
1733482688.2588174,776,0.8999999761581421,0.7497836484964647
1733482953.6344676,780,0.8999999761581421,0.750557959463793
1733483199.533326,782,0.8999999761581421,0.7513243287801743
1733483455.3264818,785,0.8999999761581421,0.7520828780014904
1733483489.949101,787,0.8999999761581421,0.7528337262154836
1733483540.7706742,788,0.8999999761581421,0.7535769901040829
1733483670.9938378,789,0.8999999761581421,0.754312784003852
1733483686.1615405,790,0.949999988079071,0.7552912200242281
1733483883.612728,793,0.949999988079071,0.7583745532482863
1733484080.7723076,796,0.949999988079071,0.7613063713163137
1733484434.9710538,798,0.8999999761581421,0.7639313711971044
1733485497.3629038,809,0.699999988079071,0.7656666652113199
1733486268.7941017,814,0.75,0.7677499984949827
1733486351.4297912,815,0.75,0.7704999984800815
1733487034.0840178,823,0.8500000238418579,0.7739999985694885
1733487527.6280005,827,0.8999999761581421,0.7779999984428286
1733487658.026241,828,0.8999999761581421,0.7819999983161687
1733487837.3993056,834,0.8999999761581421,0.7857499981671572
1733488205.5526886,836,0.8500000238418579,0.7889999982714653
1733488505.120701,840,0.949999988079071,0.791999998241663
1733488518.4275146,841,0.949999988079071,0.794749998152256
1733488968.5199542,846,0.949999988079071,0.7969999980926513
1733490890.994671,856,1.0,0.797749997973442
1733491044.1533184,857,1.0,0.7984999978542328
1733491319.5113094,859,1.0,0.7994999977946281
1733492297.8854182,870,0.949999988079071,0.7999999976158142
1733493161.491678,880,0.949999988079071,0.8004999974370003
1733493498.6287355,882,0.8999999761581421,0.8004999974370003
1733494219.6717458,884,0.8999999761581421,0.8002499973773957
1733494708.7202284,889,0.949999988079071,0.8004999974370003
1733494710.5650814,890,0.949999988079071,0.8014999973773956
1733494811.3773549,892,0.949999988079071,0.8032499971985817
1733495190.5409937,895,0.949999988079071,0.8049999970197678
1733495842.017917,900,1.0,0.8062499970197677
1733496353.8762076,905,1.0,0.8074999970197677
1733497710.7804627,916,0.949999988079071,0.8084999969601632
1733499028.435982,935,1.0,0.8097499969601631
1733500057.2458963,945,0.949999988079071,0.8104999968409539
1733500701.82401,951,0.949999988079071,0.8114999967813492
1733500860.422793,955,0.949999988079071,0.8124999967217446
1733502944.5409582,966,0.949999988079071,0.8137499967217445
1733503551.926426,972,0.949999988079071,0.8147499966621399
1733503569.5345483,973,0.8999999761581421,0.815249996483326
1733504113.3097177,978,0.8500000238418579,0.8162499967217446
1733504516.788645,982,0.800000011920929,0.8167499968409538
1733505264.1124046,990,0.800000011920929,0.8169999969005585
1733505561.532887,995,0.8500000238418579,0.8174999970197677
1733508179.7454896,1016,0.949999988079071,0.8184999969601631
1733508332.3611753,1017,0.949999988079071,0.8187499970197678
1733508508.886192,1018,0.949999988079071,0.8194999969005585
1733508729.5947194,1021,0.949999988079071,0.8212499967217446
1733508987.671611,1025,1.0,0.8232499966025353
1733509079.4447484,1028,1.0,0.8254999965429306
1733509927.5661707,1036,1.0,0.8274999964237213
1733510099.9053054,1039,1.0,0.8297499963641166
1733510175.8453672,1042,1.0,0.8312499964237213
1733511972.5228343,1053,0.949999988079071,0.8322499963641167
1733512246.693919,1059,0.8500000238418579,0.8327499964833259
1733512451.4806807,1065,0.8999999761581421,0.8337499964237213
1733512518.8224616,1067,0.8999999761581421,0.8347499963641166
1733512527.3784924,1068,0.8999999761581421,0.8362499961256981
1733512807.4699292,1073,0.8999999761581421,0.8377499958872795
1733512845.2848003,1076,0.949999988079071,0.8387499958276748
1733512906.4906416,1077,0.949999988079071,0.8392499956488609
1733513001.2615137,1081,1.0,0.8399999955296517
1733513537.23505,1089,0.8999999761581421,0.8404999953508377
1733514380.8638422,1099,0.8500000238418579,0.8412499955296516
1733514431.588383,1100,0.8500000238418579,0.8422499957680702
1733514907.3306494,1102,0.8500000238418579,0.8432499960064888
1733515091.208552,1104,0.8999999761581421,0.8444999960064888
1733515530.6822712,1111,0.949999988079071,0.8459999960660934
1733515705.773393,1115,0.949999988079071,0.847499996125698
1733515895.060525,1118,1.0,0.8489999961853028
1733516142.2304914,1119,1.0,0.8502499961853027
1733516724.588581,1126,0.949999988079071,0.8512499961256981
1733517282.8227787,1134,0.8999999761581421,0.8517499959468842
1733518070.010269,1140,0.8999999761581421,0.8522499957680703
1733518161.1720953,1141,0.8999999761581421,0.8524999955296516
1733518756.4153037,1149,0.949999988079071,0.8529999953508377
1733519175.9243166,1151,0.949999988079071,0.853999995291233
1733519198.659068,1152,0.949999988079071,0.855249995291233
1733519679.0633562,1157,0.949999988079071,0.8569999951124191
1733520225.978562,1163,0.949999988079071,0.8584999951720238
1733520319.5085526,1165,0.949999988079071,0.8602499949932099
1733520386.4349186,1167,0.949999988079071,0.8617499950528145
1733520586.3696318,1171,0.949999988079071,0.8632499951124192
1733521396.8915548,1180,1.0,0.8649999952316284
1733521529.5811136,1181,1.0,0.8662499952316284
1733521565.561128,1182,0.949999988079071,0.8672499951720237
1733521602.6916647,1183,0.949999988079071,0.8682499951124192
1733521709.4302015,1187,0.949999988079071,0.8689999949932098
1733521992.326916,1188,0.949999988079071,0.8699999949336052
1733522648.6861284,1196,0.949999988079071,0.8704999947547912
1733522875.740139,1199,0.949999988079071,0.8704999947547912
1733523327.531813,1205,1.0,0.8707499948143959
1733523500.969424,1207,1.0,0.8712499949336052
1733523698.2747128,1209,1.0,0.8717499950528145
1733524341.942116,1215,0.949999988079071,0.8724999949336052
1733524680.2512128,1219,0.949999988079071,0.8732499948143959
1733524822.8993688,1221,0.949999988079071,0.8742499947547913
1733525809.247298,1234,1.0,0.8757499948143959
1733526114.1205962,1237,1.0,0.8772499948740006
1733526163.7345865,1239,1.0,0.8787499949336052
1733526486.2814133,1243,1.0,0.8802499949932099
1733526605.90047,1247,1.0,0.8814999949932099
1733526917.2550793,1252,0.949999988079071,0.8822499948740006
1733527176.161187,1254,0.949999988079071,0.8829999947547913
1733527267.046271,1257,0.8999999761581421,0.8834999945759773
1733527721.7634263,1261,0.8999999761581421,0.8837499943375587
1733527922.2544806,1262,0.8999999761581421,0.8842499941587448
1733528647.47371,1269,0.8500000238418579,0.8847499942779541
1733529131.911371,1270,0.8500000238418579,0.8849999943375587
1733529454.2742078,1272,0.8999999761581421,0.8852499940991402
1733529615.134931,1274,0.8999999761581421,0.8852499940991402
1733529695.6625645,1275,0.949999988079071,0.8854999941587448
1733529810.2370985,1278,0.949999988079071,0.8862499940395355
1733529927.93247,1280,0.949999988079071,0.8867499938607216
1733530099.6424353,1287,0.949999988079071,0.8872499936819076
1733530566.4842396,1293,0.949999988079071,0.8882499936223031
1733530711.3790357,1294,0.949999988079071,0.8892499935626984
1733530825.910065,1296,0.949999988079071,0.8904999935626984
1733530864.3331282,1297,0.949999988079071,0.891999993622303
1733531029.9911606,1298,0.949999988079071,0.8934999936819077
1733531125.2979288,1300,0.949999988079071,0.8949999937415123
1733531350.8701098,1304,0.949999988079071,0.8962499937415123
1733531415.4917789,1305,0.949999988079071,0.8972499936819076
1733531613.7567377,1307,0.949999988079071,0.8977499935030937
1733531753.429767,1310,0.949999988079071,0.8982499933242798
1733531810.8795254,1311,0.949999988079071,0.8989999932050705
1733531948.3112242,1314,1.0,0.8997499930858612
1733532611.106563,1316,1.0,0.9009999930858612
1733532798.5053754,1320,1.0,0.9027499932050705
1733533147.021974,1324,0.949999988079071,0.9044999930262566
1733533319.6702433,1325,0.949999988079071,0.9067499929666519
1733533687.652703,1332,0.949999988079071,0.9087499928474426
1733533771.6610904,1334,0.949999988079071,0.9107499927282333
1733533787.9678075,1335,0.949999988079071,0.911499992609024
1733534375.9121027,1339,0.949999988079071,0.9112499925494194
1733534467.7546308,1340,0.949999988079071,0.9112499925494194
1733534535.1781228,1341,1.0,0.911499992609024
1733534981.5984142,1346,1.0,0.9119999927282333
1733534983.6391363,1347,1.0,0.912249992787838
1733535335.846099,1353,1.0,0.9127499929070473
1733535615.5590668,1355,1.0,0.9129999929666519
1733535843.7884536,1358,1.0,0.9129999929666519
1733536109.3190734,1362,1.0,0.9129999929666519
1733536790.9455905,1369,1.0,0.9129999929666519
1733536823.1011505,1370,1.0,0.9129999929666519
1733537341.079847,1377,1.0,0.9129999929666519
1733537452.882651,1379,0.949999988079071,0.9129999929666519
1733537795.1288805,1382,0.8999999761581421,0.9127499929070473
1733537980.3301914,1383,0.8999999761581421,0.9124999928474427
1733537994.7754807,1384,0.8999999761581421,0.912249992787838
1733538637.5905013,1395,0.8999999761581421,0.9117499926686287
1733539093.0883763,1403,1.0,0.9117499926686287
1733539198.7802744,1404,1.0,0.9119999927282333
1733539272.206075,1407,1.0,0.912749992609024
1733539368.7396717,1408,0.949999988079071,0.9132499924302101
1733539376.122256,1409,0.949999988079071,0.9139999923110008
1733539490.0595226,1412,0.949999988079071,0.9147499921917915
1733539526.2429073,1416,0.949999988079071,0.9159999921917915
1733539683.8398802,1418,0.949999988079071,0.9169999921321869
1733539791.0118935,1419,0.949999988079071,0.9177499920129776
1733540632.9016817,1427,0.8999999761581421,0.9182499918341637
1733540728.1741228,1428,0.949999988079071,0.9189999917149544
1733540799.3797815,1429,0.949999988079071,0.9194999915361405
1733540903.7902129,1432,0.949999988079071,0.9199999913573265
1733540949.2830577,1433,0.949999988079071,0.9199999913573265
1733540980.15768,1434,0.949999988079071,0.9199999913573265
1733541409.7049031,1439,0.949999988079071,0.9199999913573265
1733541617.727705,1441,0.949999988079071,0.9202499914169312
1733542327.0803668,1444,1.0,0.9207499915361405
1733542402.8572855,1445,1.0,0.9209999915957451
1733542466.2662382,1446,1.0,0.9212499916553497
1733542647.797316,1448,1.0,0.9214999917149543
1733542764.4344742,1451,0.949999988079071,0.9214999917149543
1733542766.5021698,1452,0.949999988079071,0.9214999917149543
1733542978.8400671,1454,0.949999988079071,0.9214999917149543
1733543521.8538475,1460,0.949999988079071,0.9214999917149543
1733543727.1196058,1461,0.949999988079071,0.9217499917745591
1733543746.7619984,1462,0.949999988079071,0.9224999916553497
1733544038.86564,1464,0.949999988079071,0.9237499916553498
1733544083.7622898,1466,0.949999988079071,0.9249999916553497
1733544101.8211536,1467,0.949999988079071,0.9264999917149543
1733544389.0143712,1470,1.0,0.9282499918341637
1733544481.6527927,1472,1.0,0.9302499917149544
1733544651.2338886,1473,1.0,0.9322499915957451
1733544707.6434195,1474,1.0,0.9347499915957451
1733544720.582158,1475,1.0,0.9369999915361404
1733544738.1447492,1476,1.0,0.9394999915361404
1733545129.5879283,1480,0.949999988079071,0.9409999915957451
1733545154.9530692,1482,0.949999988079071,0.9417499914765358
1733545405.77896,1485,0.949999988079071,0.9422499912977219
1733545627.9163833,1492,0.8999999761581421,0.9424999910593033
1733545800.476966,1495,0.8999999761581421,0.9427499908208847
1733546243.4593177,1499,0.949999988079071,0.9429999908804894
1733546545.0730605,1501,0.8999999761581421,0.9429999908804894
1733546624.5380805,1503,0.8500000238418579,0.9427499911189079
1733546714.0537226,1505,0.8500000238418579,0.9424999913573265
1733546741.401047,1506,0.8500000238418579,0.9422499915957451
1733546763.4433937,1507,0.800000011920929,0.941749991774559
1733546765.4945436,1508,0.800000011920929,0.941249991953373
1733546951.1058712,1511,0.8500000238418579,0.9409999921917915
1733547067.7107346,1513,0.8500000238418579,0.9407499924302101
1733547162.06667,1515,0.8500000238418579,0.9404999926686287
1733547847.5670824,1523,0.8500000238418579,0.9402499929070472
1733547898.2235775,1524,0.8999999761581421,0.9402499929070472
1733548537.6173313,1531,0.949999988079071,0.9402499929070472
1733548736.484491,1534,0.949999988079071,0.9402499929070472
1733548970.7652383,1537,0.949999988079071,0.9402499929070472
1733549112.369369,1538,0.949999988079071,0.9404999929666519
1733549481.3255415,1540,0.949999988079071,0.941749992966652
1733549599.9077935,1541,1.0,0.9429999929666519
1733549803.6319385,1542,1.0,0.9442499929666519
1733550068.359894,1546,1.0,0.9449999928474426
1733550279.478829,1549,0.949999988079071,0.9452499929070473
1733550431.6200016,1553,0.8999999761581421,0.9452499929070473
1733550982.2612731,1560,0.8999999761581421,0.9452499929070473
1733551277.9328794,1562,0.8999999761581421,0.9454999926686287
1733551300.0449386,1563,0.8999999761581421,0.9452499926090241
1733551458.2517643,1564,0.8999999761581421,0.9449999925494194
1733551575.423226,1568,0.949999988079071,0.9449999925494194
1733551671.837606,1570,1.0,0.9449999925494194
1733551692.734733,1571,1.0,0.9449999925494194
1733552067.590484,1576,0.949999988079071,0.9447499924898147
1733552116.5425572,1577,0.949999988079071,0.9447499924898147
1733552125.1976364,1578,0.949999988079071,0.9447499924898147
1733552190.651473,1579,0.949999988079071,0.9449999925494194
1733552937.0942426,1583,0.949999988079071,0.9452499926090241
1733553036.0959327,1584,0.8999999761581421,0.9449999925494194
1733553065.264861,1586,0.8999999761581421,0.9447499924898147
1733553192.7581,1587,0.8999999761581421,0.9444999924302101
1733553331.6985974,1589,0.8999999761581421,0.9442499923706055
1733553598.868387,1590,0.8999999761581421,0.9437499922513962
1733553861.0795963,1594,0.949999988079071,0.9434999921917915
1733554046.0325809,1597,0.949999988079071,0.9434999921917915
1733554330.6897438,1599,0.949999988079071,0.9432499921321869
1733554950.230438,1603,0.949999988079071,0.9432499921321869
1733554957.5584655,1604,1.0,0.9434999921917915
1733555508.8030937,1609,1.0,0.9437499922513962
1733555653.4672115,1610,1.0,0.9439999923110008
1733555919.65168,1611,0.949999988079071,0.9439999923110008
1733555969.4502947,1612,0.8999999761581421,0.9439999923110008
1733556016.2423687,1614,0.8500000238418579,0.9439999923110008
1733557084.4515817,1622,0.8500000238418579,0.9442499923706055
1733557461.332986,1625,0.8500000238418579,0.9444999924302101
1733557670.473874,1627,0.800000011920929,0.9442499923706055
1733557757.17498,1629,0.75,0.9432499924302101
1733557977.4611068,1630,0.75,0.9422499924898148
1733558267.733474,1634,0.800000011920929,0.9414999926090241
1733558574.3906794,1635,0.800000011920929,0.9407499927282333
1733559297.1070004,1641,0.75,0.9394999927282334
1733559497.366228,1642,0.75,0.9382499927282333
1733559715.4612052,1646,0.75,0.9369999927282333
1733560043.3628745,1653,0.8999999761581421,0.9364999926090241
1733560296.7954226,1655,0.8999999761581421,0.9359999924898148
1733560486.3594208,1657,0.8999999761581421,0.9357499924302101
1733560706.9317822,1658,0.8999999761581421,0.9359999921917915
1733560859.4963872,1660,0.949999988079071,0.9362499922513962
1733561167.5833366,1663,0.8999999761581421,0.9362499922513962
1733561380.908946,1665,0.8999999761581421,0.9362499922513962
1733561400.2965631,1667,0.8999999761581421,0.9362499922513962
1733561755.2549171,1670,0.949999988079071,0.9362499922513962
1733561884.3370285,1672,0.949999988079071,0.9362499922513962
1733561979.928044,1673,0.949999988079071,0.9359999921917915
1733562289.3880944,1676,0.949999988079071,0.9362499922513962
1733562334.643754,1677,0.949999988079071,0.9367499920725822
1733562373.897621,1678,0.949999988079071,0.9372499918937683
1733562795.4129891,1682,0.949999988079071,0.9377499917149543
1733563117.31716,1684,1.0,0.9382499918341637
1733563243.7559657,1685,1.0,0.9384999918937683
1733563669.462159,1691,0.949999988079071,0.9384999918937683
1733563960.0278728,1693,0.949999988079071,0.9382499918341637
1733563992.8848574,1694,0.949999988079071,0.9379999917745591
1733564377.0703523,1701,0.8999999761581421,0.9377499917149543
1733564590.5018249,1702,0.8999999761581421,0.9377499917149543
1733564638.078129,1703,0.8999999761581421,0.9377499917149543
1733564817.7406783,1707,0.8999999761581421,0.9377499917149543
1733564886.401316,1709,0.949999988079071,0.9377499917149543
1733565481.2808895,1715,0.8999999761581421,0.9374999916553497
1733565745.9915662,1717,0.8999999761581421,0.9372499915957451
1733565799.4744692,1719,0.8999999761581421,0.9369999915361404
1733565893.9470465,1720,0.949999988079071,0.9369999915361404
1733566105.120723,1722,0.949999988079071,0.9369999915361404
1733566184.6665752,1723,0.949999988079071,0.9369999915361404
1733566943.7406254,1733,0.8500000238418579,0.9364999917149543
1733567036.069018,1734,0.800000011920929,0.935499991774559
1733567287.4822717,1736,0.800000011920929,0.9344999918341637
1733567324.8355267,1737,0.800000011920929,0.9337499919533729
1733567356.3394792,1738,0.800000011920929,0.9329999920725822
1733567590.671325,1740,0.75,0.9319999921321869
1733567688.170585,1742,0.75,0.9309999921917915
1733568149.9937422,1743,0.75,0.9299999922513962
1733568314.420772,1745,0.6499999761581421,0.9284999921917916
1733568501.0595934,1747,0.6499999761581421,0.9267499920725822
1733568502.3934565,1748,0.6499999761581421,0.9249999919533729
1733568525.580696,1749,0.6499999761581421,0.9232499918341637
1733568577.9771082,1750,0.699999988079071,0.9219999918341637
1733568819.0597782,1752,0.75,0.9209999918937684
1733568825.845568,1753,0.75,0.919999991953373
1733569196.347153,1755,0.800000011920929,0.9189999920129776
1733569604.672092,1757,0.8500000238418579,0.9182499921321869
1733569893.0511303,1760,0.8500000238418579,0.9174999922513962
1733569932.0538416,1761,0.8500000238418579,0.9167499923706055
1733570089.9330318,1766,0.949999988079071,0.9164999923110009
1733570167.414725,1770,0.949999988079071,0.9164999923110009
1733570261.947755,1771,0.949999988079071,0.9164999923110009
1733570393.2199724,1774,0.949999988079071,0.9167499923706055
1733570605.419642,1775,0.949999988079071,0.9169999924302101
1733570778.292435,1777,0.8999999761581421,0.9169999924302101
1733570949.5879655,1778,0.8999999761581421,0.9172499921917915
1733571062.622111,1781,0.8999999761581421,0.917499991953373
1733571281.239619,1783,0.8999999761581421,0.917499991953373
1733571506.3817906,1785,0.8999999761581421,0.917499991953373
