Wall time,Step,Value
1733410803.4343078,9,0.0
1733410824.2300744,11,0.0
1733411582.273615,16,0.0
1733411602.2476816,17,0.0
1733411610.9315708,18,0.0
1733414282.1861038,37,0.10000000149011612
1733414889.1153383,44,0.05000000074505806
1733415051.1648583,45,0.0
1733415167.5597286,46,0.0
1733415278.4793131,48,0.0
1733415329.086213,49,0.0
1733415491.2957313,52,0.0
1733415996.135138,55,0.0
1733416405.7367258,58,0.0
1733417759.5666924,70,0.05000000074505806
1733418180.4950385,76,0.20000000298023224
1733418726.865019,85,0.20000000298023224
1733419312.113106,93,0.10000000149011612
1733419429.790513,95,0.10000000149011612
1733420303.944301,105,0.15000000596046448
1733420568.8235302,109,0.20000000298023224
1733421199.591541,114,0.25
1733422792.991835,126,0.10000000149011612
1733423072.217241,130,0.05000000074505806
1733423092.67965,131,0.0
1733423838.4207785,138,0.0
1733423927.3180437,140,0.0
1733424832.8563004,144,0.05000000074505806
1733424946.9377415,146,0.05000000074505806
1733425401.5475397,148,0.05000000074505806
1733425700.0411599,152,0.05000000074505806
1733425718.6930416,153,0.05000000074505806
1733425730.045415,154,0.05000000074505806
1733425907.904147,157,0.10000000149011612
1733426115.0058913,161,0.10000000149011612
1733427131.816055,172,0.20000000298023224
1733427599.258033,177,0.15000000596046448
1733428044.6549387,183,0.10000000149011612
1733428635.648751,194,0.0
1733428747.3527777,195,0.0
1733428776.5595856,196,0.0
1733428978.73604,197,0.05000000074505806
1733429212.756573,202,0.05000000074505806
1733429930.6166956,209,0.05000000074505806
1733431598.5790462,219,0.10000000149011612
1733431637.2460954,221,0.10000000149011612
1733432161.446117,225,0.10000000149011612
1733432309.0804992,227,0.10000000149011612
1733432550.4374702,230,0.05000000074505806
1733433733.3359406,239,0.05000000074505806
1733434067.8557613,245,0.10000000149011612
1733434090.0026543,246,0.15000000596046448
1733434857.4855115,256,0.20000000298023224
1733435291.774382,260,0.15000000596046448
1733435350.0850112,263,0.20000000298023224
1733435879.038541,265,0.15000000596046448
1733436773.2168653,275,0.10000000149011612
1733437084.229531,279,0.10000000149011612
1733438049.3922012,283,0.05000000074505806
1733438199.9119275,285,0.05000000074505806
1733439290.9624817,293,0.05000000074505806
1733439830.6866696,297,0.0
1733439900.535623,299,0.0
1733440319.4363399,300,0.0
1733440493.3311925,303,0.0
1733440584.028202,304,0.0
1733441326.8264806,310,0.0
1733441430.9280088,311,0.0
1733441532.013658,312,0.0
1733442016.5529175,316,0.0
1733442433.584521,322,0.0
1733442533.901338,323,0.0
1733442956.7683506,327,0.0
1733442996.3604488,328,0.0
1733443372.6736767,332,0.0
1733443678.7927718,337,0.0
1733444516.4805048,343,0.0
1733444537.7632325,344,0.0
1733445003.9437482,348,0.0
1733445204.5208457,349,0.0
1733445286.146828,351,0.0
1733446098.9757452,360,0.0
1733446395.4088194,363,0.0
1733446419.7585084,364,0.0
1733446486.4911916,366,0.0
1733447533.6287608,369,0.0
1733447900.5240374,372,0.0
1733448090.8514898,376,0.05000000074505806
1733448384.953747,379,0.05000000074505806
1733448435.0212507,380,0.05000000074505806
1733448829.0285323,384,0.05000000074505806
1733448844.658637,385,0.05000000074505806
1733449547.9053175,388,0.05000000074505806
1733449749.3414502,389,0.05000000074505806
1733450328.7162983,394,0.0
1733450454.9024224,398,0.0
1733450710.104361,399,0.0
1733450900.4203947,401,0.0
1733450930.6268797,402,0.0
1733451240.1064548,404,0.0
1733451940.6106865,411,0.05000000074505806
1733452091.3039773,412,0.05000000074505806
1733452198.051608,414,0.05000000074505806
1733452303.1896262,415,0.05000000074505806
1733452660.771453,421,0.10000000149011612
1733452696.3068507,424,0.10000000149011612
1733453114.1950788,427,0.05000000074505806
1733453704.2931561,433,0.05000000074505806
1733453919.102337,435,0.05000000074505806
1733454052.6960912,436,0.05000000074505806
1733455103.987661,441,0.0
1733455511.0912628,443,0.0
1733455626.9599187,445,0.0
1733456209.7572649,451,0.0
1733456262.337467,453,0.0
1733456400.4484928,455,0.0
1733457530.9712515,464,0.0
1733457652.0536346,465,0.0
1733458234.5356462,472,0.0
1733458695.4363909,478,0.0
1733459140.8828194,480,0.0
1733459372.78705,484,0.0
1733459785.6477659,489,0.0
1733460013.9896395,491,0.0
1733460629.982791,496,0.0
1733461059.3131266,504,0.0
1733461301.4916084,506,0.0
1733461897.5468273,509,0.0
